year,dem_share,rep_share,gap,n_dem,n_rep
1996,0.48545400624858154,0.4553391049050338,-0.030114901343547718,610,484
2004,0.41478463252902303,0.4236447640421942,0.008860131513171166,514,482
2014,0.32286024923479445,0.4073549446928226,0.08449469545802812,569,418
2022,0.1568498474554363,0.3353213821447802,0.1784715346893439,963,782
2024,0.11449628384623682,0.4467176406156444,0.33222135676940756,833,802
