term,estimate,std.error,statistic,p.value,conf.low,conf.high,claim
partyRep,1.0440889481494993,0.11093220755564039,0.3889283929237692,0.6973496654417757,0.840008081652197,1.297751480561695,automation_2017
college,0.6617551481299538,0.1005440199895033,-4.106257720539075,4.100939636603533e-5,0.5433609106262219,0.8059465955543171,automation_2017
partyRep,1.7011060201970116,0.08557249169826565,6.208521326022375,5.840808228292771e-10,1.4383744091751356,2.011827847806331,ai_2024
college,0.7496075621559184,0.0831303396912699,-3.4669106480761394,5.315035891841811e-4,0.636874498756865,0.8822954888885511,ai_2024
partyRep,3.78727301137778,0.1344476672863509,9.904569301407117,8.116304605922412e-23,2.909668462948525,4.929577732088258,immigration_2022_24
college,0.5311168285645455,0.14304821500134365,-4.42349641206754,1.0018215966897587e-5,0.4012208846387141,0.7030668053046862,immigration_2022_24
