term,estimate,conf.low,conf.high,p.value
partyRep,1.3822721429633065,1.0992303565945767,1.7381946065715106,0.005628771706694658
college,0.821748650921175,0.6878545375981573,0.9817058816660195,0.03051653733058955
ideo,1.0870693671137965,0.972631368908902,1.2149719273837976,0.14124869908943283
partyRep:college,0.6796814293603594,0.4872260262000252,0.948157160282086,0.023013531141982378
