year,gap,gap_lo,gap_hi,gap_se
1996,-0.03011490134354783,-0.09433790256553577,0.034108099878440115,0.032766837358157115
2004,0.008860131513171221,-0.06096694631278318,0.07868720933912562,0.03562606011528286
2014,0.08449469545802812,0.015974546335604647,0.15301484458045161,0.03495925975633851
2022,0.1784715346893439,0.11115199544378083,0.24579107393490696,0.03434670369671585
2024,0.33222135676940756,0.27752081369166826,0.38692189984714687,0.02790844034578537
